Date,Close
10/20/2021,4536.19
10/19/2021,4519.63
10/18/2021,4486.46
10/15/2021,4471.37
10/14/2021,4438.26
10/13/2021,4363.8
10/12/2021,4350.65
10/11/2021,4361.19
10/08/2021,4391.34
10/07/2021,4399.76
10/06/2021,4363.55
10/05/2021,4345.72
10/04/2021,4300.46
10/01/2021,4357.04
09/30/2021,4307.54
09/29/2021,4359.46
09/28/2021,4352.63
09/27/2021,4443.11
09/24/2021,4455.48
09/23/2021,4448.98
09/22/2021,4395.64
09/21/2021,4354.19
09/20/2021,4357.73
09/17/2021,4432.99
09/16/2021,4473.75
09/15/2021,4480.7
09/14/2021,4443.05
09/13/2021,4468.73
09/10/2021,4458.58
09/09/2021,4493.28
09/08/2021,4514.07
09/07/2021,4520.03
09/03/2021,4535.43
09/02/2021,4536.95
09/01/2021,4524.09
08/31/2021,4522.68
08/30/2021,4528.79
08/27/2021,4509.37
08/26/2021,4470
08/25/2021,4496.19
08/24/2021,4486.23
08/23/2021,4479.53
08/20/2021,4441.67
08/19/2021,4405.8
08/18/2021,4400.27
08/17/2021,4448.08
08/16/2021,4479.71
08/13/2021,4468
08/12/2021,4460.83
08/11/2021,4442.41
08/10/2021,4436.75
08/09/2021,4432.35
08/06/2021,4436.52
08/05/2021,4429.1
08/04/2021,4402.66
08/03/2021,4423.15
08/02/2021,4387.16
07/30/2021,4395.26
07/29/2021,4419.15
07/28/2021,4400.64
07/27/2021,4401.46
07/26/2021,4422.3
07/23/2021,4411.79
07/22/2021,4367.48
07/21/2021,4358.69
07/20/2021,4323.06
07/19/2021,4258.49
07/16/2021,4327.16
07/15/2021,4360.03
07/14/2021,4374.3
07/13/2021,4369.21
07/12/2021,4384.63
07/09/2021,4369.55
07/08/2021,4320.82
07/07/2021,4358.13
07/06/2021,4343.54
07/02/2021,4352.34
07/01/2021,4319.94
06/30/2021,4297.5
06/29/2021,4291.8
06/28/2021,4290.61
06/25/2021,4280.7
06/24/2021,4266.49
06/23/2021,4241.84
06/22/2021,4246.44
06/21/2021,4224.79
06/18/2021,4166.45
06/17/2021,4221.86
06/16/2021,4223.7
06/15/2021,4246.59
06/14/2021,4255.15
06/11/2021,4247.44
06/10/2021,4239.18
06/09/2021,4219.55
06/08/2021,4227.26
06/07/2021,4226.52
06/04/2021,4229.89
06/03/2021,4192.85
06/02/2021,4208.12
06/01/2021,4202.04
05/28/2021,4204.11
05/27/2021,4200.88
05/26/2021,4195.99
05/25/2021,4188.13
05/24/2021,4197.05
05/21/2021,4155.86
05/20/2021,4159.12
05/19/2021,4115.68
05/18/2021,4127.83
05/17/2021,4163.29
05/14/2021,4173.85
05/13/2021,4112.5
05/12/2021,4063.04
05/11/2021,4152.1
05/10/2021,4188.43
05/07/2021,4232.6
05/06/2021,4201.62
05/05/2021,4167.59
05/04/2021,4164.66
05/03/2021,4192.66
04/30/2021,4181.17
04/29/2021,4211.47
04/28/2021,4183.18
04/27/2021,4186.72
04/26/2021,4187.62
04/23/2021,4180.17
04/22/2021,4134.98
04/21/2021,4173.42
04/20/2021,4134.94
04/19/2021,4163.26
04/16/2021,4185.47
04/15/2021,4170.42
04/14/2021,4124.66
04/13/2021,4141.59
04/12/2021,4127.99
04/09/2021,4128.8
04/08/2021,4097.17
04/07/2021,4079.95
04/06/2021,4073.94
04/05/2021,4077.91
04/01/2021,4019.87
03/31/2021,3972.89
03/30/2021,3958.55
03/29/2021,3971.09
03/26/2021,3974.54
03/25/2021,3909.52
03/24/2021,3889.14
03/23/2021,3910.52
03/22/2021,3940.59
03/19/2021,3913.1
03/18/2021,3915.46
03/17/2021,3974.12
03/16/2021,3962.71
03/15/2021,3968.94
03/12/2021,3943.34
03/11/2021,3939.34
03/10/2021,3898.81
03/09/2021,3875.44
03/08/2021,3821.35
03/05/2021,3841.94
03/04/2021,3768.47
03/03/2021,3819.72
03/02/2021,3870.29
03/01/2021,3901.82
02/26/2021,3811.15
02/25/2021,3829.34
02/24/2021,3925.43
02/23/2021,3881.37
02/22/2021,3876.5
02/19/2021,3906.71
02/18/2021,3913.97
02/17/2021,3931.33
02/16/2021,3932.59
02/12/2021,3934.83
02/11/2021,3916.38
02/10/2021,3909.88
02/09/2021,3911.23
02/08/2021,3915.59
02/05/2021,3886.83
02/04/2021,3871.74
02/03/2021,3830.17
02/02/2021,3826.31
02/01/2021,3773.86
01/29/2021,3714.24
01/28/2021,3787.38
01/27/2021,3750.77
01/26/2021,3849.62
01/25/2021,3855.36
01/22/2021,3841.47
01/21/2021,3853.07
01/20/2021,3851.85
01/19/2021,3798.91
01/15/2021,3768.25
01/14/2021,3795.54
01/13/2021,3809.84
01/12/2021,3801.19
01/11/2021,3799.61
01/08/2021,3824.68
01/07/2021,3803.79
01/06/2021,3748.14
01/05/2021,3726.86
01/04/2021,3700.65
12/31/2020,3756.07
12/30/2020,3732.04
12/29/2020,3727.04
12/28/2020,3735.36
12/24/2020,3703.06
12/23/2020,3690.01
12/22/2020,3687.26
12/21/2020,3694.92
12/18/2020,3709.41
12/17/2020,3722.48
12/16/2020,3701.17
12/15/2020,3694.62
12/14/2020,3647.49
12/11/2020,3663.46
12/10/2020,3668.1
12/09/2020,3672.82
12/08/2020,3702.25
12/07/2020,3691.96
12/04/2020,3699.12
12/03/2020,3666.72
12/02/2020,3669.01
12/01/2020,3662.45
11/30/2020,3621.63
11/27/2020,3638.35
11/25/2020,3629.65
11/24/2020,3635.41
11/23/2020,3577.59
11/20/2020,3557.54
11/19/2020,3581.87
11/18/2020,3567.79
11/17/2020,3609.53
11/16/2020,3626.91
11/13/2020,3585.15
11/12/2020,3537.01
11/11/2020,3572.66
11/10/2020,3545.53
11/09/2020,3550.5
11/06/2020,3509.44
11/05/2020,3510.45
11/04/2020,3443.44
11/03/2020,3369.16
11/02/2020,3310.24
10/30/2020,3269.96
10/29/2020,3310.11
10/28/2020,3271.03
10/27/2020,3390.68
10/26/2020,3400.97
10/23/2020,3465.39
10/22/2020,3453.49
10/21/2020,3435.56
10/20/2020,3443.12
10/19/2020,3426.92
10/16/2020,3483.81
10/15/2020,3483.34
10/14/2020,3488.67
10/13/2020,3511.93
10/12/2020,3534.22
10/09/2020,3477.14
10/08/2020,3446.83
10/07/2020,3419.44
10/06/2020,3360.97
10/05/2020,3408.6
10/02/2020,3348.42
10/01/2020,3380.8
09/30/2020,3363
09/29/2020,3335.47
09/28/2020,3351.6
09/25/2020,3298.46
09/24/2020,3246.59
09/23/2020,3236.92
09/22/2020,3315.57
09/21/2020,3281.06
09/18/2020,3319.47
09/17/2020,3357.01
09/16/2020,3385.49
09/15/2020,3401.2
09/14/2020,3383.54
09/11/2020,3340.97
09/10/2020,3339.19
09/09/2020,3398.96
09/08/2020,3331.84
09/04/2020,3426.96
09/03/2020,3455.06
09/02/2020,3580.84
09/01/2020,3526.65
08/31/2020,3500.31
08/28/2020,3508.01
08/27/2020,3484.55
08/26/2020,3478.73
08/25/2020,3443.62
08/24/2020,3431.28
08/21/2020,3397.16
08/20/2020,3385.51
08/19/2020,3374.85
08/18/2020,3389.78
08/17/2020,3381.99
08/14/2020,3372.85
08/13/2020,3373.43
08/12/2020,3380.35
08/11/2020,3333.69
08/10/2020,3360.47
08/07/2020,3351.28
08/06/2020,3349.16
08/05/2020,3327.77
08/04/2020,3306.51
08/03/2020,3294.61
07/31/2020,3271.12
07/30/2020,3246.22
07/29/2020,3258.44
07/28/2020,3218.44
07/27/2020,3239.41
07/24/2020,3215.63
07/23/2020,3235.66
07/22/2020,3276.02
07/21/2020,3257.3
07/20/2020,3251.84
07/17/2020,3224.73
07/16/2020,3215.57
07/15/2020,3226.56
07/14/2020,3197.52
07/13/2020,3155.22
07/10/2020,3185.04
07/09/2020,3152.05
07/08/2020,3169.94
07/07/2020,3145.32
07/06/2020,3179.72
07/02/2020,3130.01
07/01/2020,3115.86
06/30/2020,3100.29
06/29/2020,3053.24
06/26/2020,3009.05
06/25/2020,3083.76
06/24/2020,3050.33
06/23/2020,3131.29
06/22/2020,3117.86
06/19/2020,3097.74
06/18/2020,3115.34
06/17/2020,3113.49
06/16/2020,3124.74
06/15/2020,3066.59
06/12/2020,3041.31
06/11/2020,3002.1
06/10/2020,3190.14
06/09/2020,3207.18
06/08/2020,3232.39
06/05/2020,3193.93
06/04/2020,3112.35
06/03/2020,3122.87
06/02/2020,3080.82
06/01/2020,3055.73
05/29/2020,3044.31
05/28/2020,3029.73
05/27/2020,3036.13
05/26/2020,2991.77
05/22/2020,2955.45
05/21/2020,2948.51
05/20/2020,2971.61
05/19/2020,2922.94
05/18/2020,2953.91
05/15/2020,2863.7
05/14/2020,2852.5
05/13/2020,2820
05/12/2020,2870.12
05/11/2020,2930.19
